"Tarih"	"Saat"	"SMF"
"933"	2015-02-08	20	174
"934"	2015-02-08	21	180
"935"	2015-02-08	22	190
"936"	2015-02-08	23	189
"937"	2015-02-09	0	160
"938"	2015-02-09	1	160
"939"	2015-02-09	2	140
"940"	2015-02-09	3	83
"941"	2015-02-09	4	84
"942"	2015-02-09	5	30
"943"	2015-02-09	6	125
"944"	2015-02-09	7	199
"945"	2015-02-09	8	205
"946"	2015-02-09	9	225
"947"	2015-02-09	10	225
"948"	2015-02-09	11	213
"949"	2015-02-09	12	213
"950"	2015-02-09	13	213
"951"	2015-02-09	14	219
"952"	2015-02-09	15	208
"953"	2015-02-09	16	205
"954"	2015-02-09	17	200
"955"	2015-02-09	18	168
"956"	2015-02-09	19	169
"957"	2015-02-09	20	170
"958"	2015-02-09	21	160
"959"	2015-02-09	22	160
"960"	2015-02-09	23	160
"961"	2015-02-10	0	150
"962"	2015-02-10	1	160
"963"	2015-02-10	2	84
"964"	2015-02-10	3	43
"965"	2015-02-10	4	60
"966"	2015-02-10	5	82
"967"	2015-02-10	6	190
"968"	2015-02-10	7	190
"969"	2015-02-10	8	195
"970"	2015-02-10	9	215
"971"	2015-02-10	10	215
"972"	2015-02-10	11	245
"973"	2015-02-10	12	224
"974"	2015-02-10	13	235
"975"	2015-02-10	14	235
"976"	2015-02-10	15	224
"977"	2015-02-10	16	234
"978"	2015-02-10	17	228
"979"	2015-02-10	18	210
"980"	2015-02-10	19	204
"981"	2015-02-10	20	204
"982"	2015-02-10	21	204
"983"	2015-02-10	22	204
"984"	2015-02-10	23	199
"985"	2015-02-11	0	164
"986"	2015-02-11	1	194
"987"	2015-02-11	2	160
"988"	2015-02-11	3	160
"989"	2015-02-11	4	101
"990"	2015-02-11	5	101
"991"	2015-02-11	6	160
"992"	2015-02-11	7	149
"993"	2015-02-11	8	165
"994"	2015-02-11	9	198
"995"	2015-02-11	10	208
"996"	2015-02-11	11	219
"997"	2015-02-11	12	209
"998"	2015-02-11	13	209
"999"	2015-02-11	14	208
"1000"	2015-02-11	15	192
"1001"	2015-02-11	16	195
"1002"	2015-02-11	17	198
"1003"	2015-02-11	18	172
"1004"	2015-02-11	19	155
"1005"	2015-02-11	20	156
"1006"	2015-02-11	21	152
"1007"	2015-02-11	22	150
"1008"	2015-02-11	23	150
"1009"	2015-02-12	0	140
"1010"	2015-02-12	1	130
"1011"	2015-02-12	2	84
"1012"	2015-02-12	3	30
"1013"	2015-02-12	4	30
"1014"	2015-02-12	5	79
"1015"	2015-02-12	6	101
"1016"	2015-02-12	7	150
"1017"	2015-02-12	8	166
"1018"	2015-02-12	9	190
"1019"	2015-02-12	10	200
"1020"	2015-02-12	11	206
"1021"	2015-02-12	12	119
"1022"	2015-02-12	13	130
"1023"	2015-02-12	14	204
"1024"	2015-02-12	15	125
"1025"	2015-02-12	16	120
"1026"	2015-02-12	17	119
"1027"	2015-02-12	18	173
"1028"	2015-02-12	19	160
"1029"	2015-02-12	20	125
"1030"	2015-02-12	21	130
"1031"	2015-02-12	22	125
"1032"	2015-02-12	23	108
"1033"	2015-02-13	0	155
"1034"	2015-02-13	1	151
"1035"	2015-02-13	2	135
"1036"	2015-02-13	3	135
"1037"	2015-02-13	4	155
"1038"	2015-02-13	5	160
"1039"	2015-02-13	6	180
"1040"	2015-02-13	7	190
"1041"	2015-02-13	8	185
"1042"	2015-02-13	9	199
"1043"	2015-02-13	10	185
"1044"	2015-02-13	11	200
"1045"	2015-02-13	12	150
"1046"	2015-02-13	13	172
"1047"	2015-02-13	14	180
"1048"	2015-02-13	15	119
"1049"	2015-02-13	16	115
"1050"	2015-02-13	17	150
"1051"	2015-02-13	18	130
"1052"	2015-02-13	19	150
"1053"	2015-02-13	20	155
"1054"	2015-02-13	21	148
"1055"	2015-02-13	22	130
"1056"	2015-02-13	23	126
"1057"	2015-02-14	0	160
"1058"	2015-02-14	1	160
"1059"	2015-02-14	2	135
"1060"	2015-02-14	3	125
"1061"	2015-02-14	4	124
"1062"	2015-02-14	5	124
"1063"	2015-02-14	6	142
"1064"	2015-02-14	7	30
"1065"	2015-02-14	8	106
"1066"	2015-02-14	9	160
"1067"	2015-02-14	10	180
"1068"	2015-02-14	11	180
"1069"	2015-02-14	12	180
"1070"	2015-02-14	13	125
"1071"	2015-02-14	14	163
"1072"	2015-02-14	15	190
"1073"	2015-02-14	16	180
"1074"	2015-02-14	17	160
"1075"	2015-02-14	18	163
"1076"	2015-02-14	19	160
"1077"	2015-02-14	20	150
"1078"	2015-02-14	21	165
"1079"	2015-02-14	22	119
"1080"	2015-02-14	23	135
"1081"	2015-02-15	0	119
"1082"	2015-02-15	1	150
"1083"	2015-02-15	2	160
"1084"	2015-02-15	3	170
"1085"	2015-02-15	4	105
"1086"	2015-02-15	5	123
"1087"	2015-02-15	6	30
"1088"	2015-02-15	7	0
"1089"	2015-02-15	8	5
"1090"	2015-02-15	9	54
"1091"	2015-02-15	10	96
"1092"	2015-02-15	11	150
"1093"	2015-02-15	12	170
"1094"	2015-02-15	13	175
"1095"	2015-02-15	14	185
"1096"	2015-02-15	15	195
"1097"	2015-02-15	16	170
"1098"	2015-02-15	17	155
"1099"	2015-02-15	18	190
"1100"	2015-02-15	19	200
"1101"	2015-02-15	20	185
"1102"	2015-02-15	21	179
"1103"	2015-02-15	22	171
"1104"	2015-02-15	23	155
"1105"	2015-02-16	0	130
"1106"	2015-02-16	1	135
"1107"	2015-02-16	2	99
"1108"	2015-02-16	3	30
"1109"	2015-02-16	4	30
"1110"	2015-02-16	5	31
"1111"	2015-02-16	6	30
"1112"	2015-02-16	7	160
"1113"	2015-02-16	8	182
"1114"	2015-02-16	9	180
"1115"	2015-02-16	10	185
"1116"	2015-02-16	11	182
"1117"	2015-02-16	12	182
"1118"	2015-02-16	13	180
"1119"	2015-02-16	14	180
"1120"	2015-02-16	15	174
"1121"	2015-02-16	16	170
"1122"	2015-02-16	17	182
"1123"	2015-02-16	18	176
"1124"	2015-02-16	19	177
"1125"	2015-02-16	20	130
"1126"	2015-02-16	21	135
"1127"	2015-02-16	22	125
"1128"	2015-02-16	23	104
"1129"	2015-02-17	0	116
"1130"	2015-02-17	1	151
"1131"	2015-02-17	2	151
"1132"	2015-02-17	3	101
"1133"	2015-02-17	4	101
"1134"	2015-02-17	5	140
"1135"	2015-02-17	6	166
"1136"	2015-02-17	7	173
"1137"	2015-02-17	8	165
"1138"	2015-02-17	9	185
"1139"	2015-02-17	10	170
"1140"	2015-02-17	11	180
"1141"	2015-02-17	12	174
"1142"	2015-02-17	13	178
"1143"	2015-02-17	14	180
"1144"	2015-02-17	15	175
"1145"	2015-02-17	16	180
"1146"	2015-02-17	17	119
"1147"	2015-02-17	18	140
"1148"	2015-02-17	19	150
"1149"	2015-02-17	20	141
"1150"	2015-02-17	21	125
"1151"	2015-02-17	22	134
"1152"	2015-02-17	23	116
"1153"	2015-02-18	0	109
"1154"	2015-02-18	1	135
"1155"	2015-02-18	2	99
"1156"	2015-02-18	3	50
"1157"	2015-02-18	4	50
"1158"	2015-02-18	5	101
"1159"	2015-02-18	6	120
"1160"	2015-02-18	7	96
"1161"	2015-02-18	8	145
"1162"	2015-02-18	9	185
"1163"	2015-02-18	10	170
"1164"	2015-02-18	11	180
"1165"	2015-02-18	12	179
"1166"	2015-02-18	13	180
"1167"	2015-02-18	14	180
"1168"	2015-02-18	15	180
"1169"	2015-02-18	16	172
"1170"	2015-02-18	17	119
"1171"	2015-02-18	18	119
"1172"	2015-02-18	19	123
"1173"	2015-02-18	20	144
"1174"	2015-02-18	21	123
"1175"	2015-02-18	22	125
"1176"	2015-02-18	23	100
"1177"	2015-02-19	0	119
"1178"	2015-02-19	1	100
"1179"	2015-02-19	2	79
"1180"	2015-02-19	3	84
"1181"	2015-02-19	4	101
"1182"	2015-02-19	5	99
"1183"	2015-02-19	6	98
"1184"	2015-02-19	7	30
"1185"	2015-02-19	8	54
"1186"	2015-02-19	9	116
"1187"	2015-02-19	10	116
"1188"	2015-02-19	11	140
"1189"	2015-02-19	12	178
"1190"	2015-02-19	13	180
"1191"	2015-02-19	14	181
"1192"	2015-02-19	15	179
"1193"	2015-02-19	16	119
"1194"	2015-02-19	17	110
"1195"	2015-02-19	18	107
"1196"	2015-02-19	19	113
"1197"	2015-02-19	20	119
"1198"	2015-02-19	21	96
"1199"	2015-02-19	22	119
"1200"	2015-02-19	23	95
"1201"	2015-02-20	0	30
"1202"	2015-02-20	1	79
"1203"	2015-02-20	2	20
"1204"	2015-02-20	3	30
"1205"	2015-02-20	4	2
"1206"	2015-02-20	5	60
"1207"	2015-02-20	6	94
"1208"	2015-02-20	7	129
"1209"	2015-02-20	8	155
"1210"	2015-02-20	9	204
"1211"	2015-02-20	10	202
"1212"	2015-02-20	11	245
"1213"	2015-02-20	12	209
"1214"	2015-02-20	13	210
"1215"	2015-02-20	14	206
"1216"	2015-02-20	15	186
"1217"	2015-02-20	16	180
"1218"	2015-02-20	17	166
"1219"	2015-02-20	18	175
"1220"	2015-02-20	19	125
"1221"	2015-02-20	20	116
"1222"	2015-02-20	21	112
"1223"	2015-02-20	22	119
"1224"	2015-02-20	23	30
"1225"	2015-02-21	0	119
"1226"	2015-02-21	1	124
"1227"	2015-02-21	2	101
"1228"	2015-02-21	3	98
"1229"	2015-02-21	4	96
"1230"	2015-02-21	5	96
"1231"	2015-02-21	6	95
"1232"	2015-02-21	7	30
"1233"	2015-02-21	8	113
"1234"	2015-02-21	9	166
"1235"	2015-02-21	10	151
"1236"	2015-02-21	11	200
"1237"	2015-02-21	12	180
"1238"	2015-02-21	13	180
"1239"	2015-02-21	14	178
"1240"	2015-02-21	15	166
"1241"	2015-02-21	16	106
"1242"	2015-02-21	17	113
"1243"	2015-02-21	18	169
"1244"	2015-02-21	19	189
"1245"	2015-02-21	20	171
"1246"	2015-02-21	21	179
"1247"	2015-02-21	22	180
"1248"	2015-02-21	23	125
"1249"	2015-02-22	0	165
"1250"	2015-02-22	1	200
"1251"	2015-02-22	2	200
"1252"	2015-02-22	3	199
"1253"	2015-02-22	4	195
"1254"	2015-02-22	5	190
"1255"	2015-02-22	6	86
"1256"	2015-02-22	7	30
"1257"	2015-02-22	8	199
"1258"	2015-02-22	9	192
"1259"	2015-02-22	10	201
"1260"	2015-02-22	11	200
"1261"	2015-02-22	12	199
"1262"	2015-02-22	13	170
"1263"	2015-02-22	14	170
"1264"	2015-02-22	15	170
"1265"	2015-02-22	16	180
"1266"	2015-02-22	17	189
"1267"	2015-02-22	18	210
"1268"	2015-02-22	19	210
"1269"	2015-02-22	20	204
"1270"	2015-02-22	21	201
"1271"	2015-02-22	22	199
"1272"	2015-02-22	23	180
"1273"	2015-02-23	0	94
"1274"	2015-02-23	1	30
"1275"	2015-02-23	2	84
"1276"	2015-02-23	3	30
"1277"	2015-02-23	4	1
"1278"	2015-02-23	5	2
"1279"	2015-02-23	6	84
"1280"	2015-02-23	7	126
"1281"	2015-02-23	8	180
"1282"	2015-02-23	9	200
"1283"	2015-02-23	10	205
"1284"	2015-02-23	11	200
"1285"	2015-02-23	12	169
"1286"	2015-02-23	13	180
"1287"	2015-02-23	14	169
"1288"	2015-02-23	15	181
"1289"	2015-02-23	16	180
"1290"	2015-02-23	17	140
"1291"	2015-02-23	18	169
"1292"	2015-02-23	19	190
"1293"	2015-02-23	20	170
"1294"	2015-02-23	21	180
"1295"	2015-02-23	22	140
"1296"	2015-02-23	23	120
"1297"	2015-02-24	0	119
"1298"	2015-02-24	1	94
"1299"	2015-02-24	2	30
"1300"	2015-02-24	3	96
"1301"	2015-02-24	4	83
"1302"	2015-02-24	5	135
"1303"	2015-02-24	6	130
"1304"	2015-02-24	7	135
"1305"	2015-02-24	8	189
"1306"	2015-02-24	9	190
"1307"	2015-02-24	10	180
"1308"	2015-02-24	11	195
"1309"	2015-02-24	12	125
"1310"	2015-02-24	13	125
"1311"	2015-02-24	14	187
"1312"	2015-02-24	15	180
"1313"	2015-02-24	16	180
"1314"	2015-02-24	17	140
"1315"	2015-02-24	18	190
"1316"	2015-02-24	19	163
"1317"	2015-02-24	20	185
"1318"	2015-02-24	21	170
"1319"	2015-02-24	22	125
"1320"	2015-02-24	23	119
"1321"	2015-02-25	0	94
"1322"	2015-02-25	1	94
"1323"	2015-02-25	2	113
"1324"	2015-02-25	3	94
"1325"	2015-02-25	4	33
"1326"	2015-02-25	5	120
"1327"	2015-02-25	6	119
"1328"	2015-02-25	7	140
"1329"	2015-02-25	8	180
"1330"	2015-02-25	9	200
"1331"	2015-02-25	10	180
"1332"	2015-02-25	11	191
"1333"	2015-02-25	12	120
"1334"	2015-02-25	13	135
"1335"	2015-02-25	14	125
"1336"	2015-02-25	15	120
"1337"	2015-02-25	16	125
"1338"	2015-02-25	17	119
"1339"	2015-02-25	18	119
"1340"	2015-02-25	19	125
"1341"	2015-02-25	20	125
"1342"	2015-02-25	21	125
"1343"	2015-02-25	22	125
"1344"	2015-02-25	23	124
"1345"	2015-02-26	0	105
"1346"	2015-02-26	1	120
"1347"	2015-02-26	2	108
"1348"	2015-02-26	3	101
"1349"	2015-02-26	4	96
"1350"	2015-02-26	5	168
"1351"	2015-02-26	6	180
"1352"	2015-02-26	7	130
"1353"	2015-02-26	8	180
"1354"	2015-02-26	9	198
"1355"	2015-02-26	10	200
"1356"	2015-02-26	11	180
"1357"	2015-02-26	12	125
"1358"	2015-02-26	13	125
"1359"	2015-02-26	14	125
"1360"	2015-02-26	15	125
"1361"	2015-02-26	16	125
"1362"	2015-02-26	17	119
"1363"	2015-02-26	18	140
"1364"	2015-02-26	19	140
"1365"	2015-02-26	20	119
"1366"	2015-02-26	21	125
"1367"	2015-02-26	22	125
"1368"	2015-02-26	23	116
"1369"	2015-02-27	0	90
"1370"	2015-02-27	1	96
"1371"	2015-02-27	2	94
"1372"	2015-02-27	3	96
"1373"	2015-02-27	4	31
"1374"	2015-02-27	5	96
"1375"	2015-02-27	6	113
"1376"	2015-02-27	7	125
"1377"	2015-02-27	8	180
"1378"	2015-02-27	9	125
"1379"	2015-02-27	10	125
"1380"	2015-02-27	11	125
"1381"	2015-02-27	12	113
"1382"	2015-02-27	13	119
"1383"	2015-02-27	14	119
"1384"	2015-02-27	15	119
"1385"	2015-02-27	16	115
"1386"	2015-02-27	17	118
"1387"	2015-02-27	18	120
"1388"	2015-02-27	19	125
"1389"	2015-02-27	20	119
"1390"	2015-02-27	21	112
"1391"	2015-02-27	22	116
"1392"	2015-02-27	23	94
"1393"	2015-02-28	0	96
"1394"	2015-02-28	1	96
"1395"	2015-02-28	2	35
"1396"	2015-02-28	3	96
"1397"	2015-02-28	4	77
"1398"	2015-02-28	5	113
"1399"	2015-02-28	6	35
"1400"	2015-02-28	7	113
"1401"	2015-02-28	8	156
"1402"	2015-02-28	9	180
"1403"	2015-02-28	10	160
"1404"	2015-02-28	11	177
"1405"	2015-02-28	12	160
"1406"	2015-02-28	13	150
"1407"	2015-02-28	14	146
"1408"	2015-02-28	15	140
"1409"	2015-02-28	16	125
"1410"	2015-02-28	17	125
"1411"	2015-02-28	18	125
"1412"	2015-02-28	19	175
"1413"	2015-02-28	20	163
"1414"	2015-02-28	21	170
"1415"	2015-02-28	22	156
"1416"	2015-02-28	23	140
"1417"	2015-03-01	0	117
"1418"	2015-03-01	1	125
"1419"	2015-03-01	2	113
"1420"	2015-03-01	3	30
"1421"	2015-03-01	4	30
"1422"	2015-03-01	5	100
"1423"	2015-03-01	6	20
"1424"	2015-03-01	7	1
"1425"	2015-03-01	8	30
"1426"	2015-03-01	9	125
"1427"	2015-03-01	10	140
"1428"	2015-03-01	11	140
"1429"	2015-03-01	12	125
"1430"	2015-03-01	13	125
"1431"	2015-03-01	14	125
"1432"	2015-03-01	15	125
"1433"	2015-03-01	16	125
"1434"	2015-03-01	17	94
"1435"	2015-03-01	18	125
"1436"	2015-03-01	19	124
"1437"	2015-03-01	20	124
"1438"	2015-03-01	21	124
"1439"	2015-03-01	22	119
"1440"	2015-03-01	23	112
"1441"	2015-03-02	0	124
"1442"	2015-03-02	1	120
"1443"	2015-03-02	2	96
"1444"	2015-03-02	3	31
"1445"	2015-03-02	4	6
"1446"	2015-03-02	5	96
"1447"	2015-03-02	6	123
"1448"	2015-03-02	7	125
"1449"	2015-03-02	8	198
"1450"	2015-03-02	9	204
"1451"	2015-03-02	10	205
"1452"	2015-03-02	11	190
"1453"	2015-03-02	12	164
"1454"	2015-03-02	13	131
"1455"	2015-03-02	14	179
"1456"	2015-03-02	15	161
"1457"	2015-03-02	16	173
"1458"	2015-03-02	17	140
"1459"	2015-03-02	18	159
"1460"	2015-03-02	19	140
"1461"	2015-03-02	20	125
"1462"	2015-03-02	21	137
"1463"	2015-03-02	22	141
"1464"	2015-03-02	23	139
"1465"	2015-03-03	0	125
"1466"	2015-03-03	1	113
"1467"	2015-03-03	2	96
"1468"	2015-03-03	3	89
"1469"	2015-03-03	4	94
"1470"	2015-03-03	5	99
"1471"	2015-03-03	6	96
"1472"	2015-03-03	7	125
"1473"	2015-03-03	8	180
"1474"	2015-03-03	9	200
"1475"	2015-03-03	10	160
"1476"	2015-03-03	11	194
"1477"	2015-03-03	12	181
"1478"	2015-03-03	13	194
"1479"	2015-03-03	14	210
"1480"	2015-03-03	15	184
"1481"	2015-03-03	16	177
"1482"	2015-03-03	17	150
"1483"	2015-03-03	18	177
"1484"	2015-03-03	19	159
"1485"	2015-03-03	20	140
"1486"	2015-03-03	21	140
"1487"	2015-03-03	22	160
"1488"	2015-03-03	23	160
"1489"	2015-03-04	0	179
"1490"	2015-03-04	1	179
"1491"	2015-03-04	2	160
"1492"	2015-03-04	3	115
"1493"	2015-03-04	4	90
"1494"	2015-03-04	5	95
"1495"	2015-03-04	6	113
"1496"	2015-03-04	7	130
"1497"	2015-03-04	8	119
"1498"	2015-03-04	9	124
"1499"	2015-03-04	10	124
"1500"	2015-03-04	11	124
"1501"	2015-03-04	12	125
"1502"	2015-03-04	13	124
"1503"	2015-03-04	14	125
"1504"	2015-03-04	15	125
"1505"	2015-03-04	16	125
"1506"	2015-03-04	17	165
"1507"	2015-03-04	18	156
"1508"	2015-03-04	19	140
"1509"	2015-03-04	20	119
"1510"	2015-03-04	21	125
"1511"	2015-03-04	22	156
"1512"	2015-03-04	23	125
"1513"	2015-03-05	0	139
"1514"	2015-03-05	1	123
"1515"	2015-03-05	2	101
"1516"	2015-03-05	3	100
"1517"	2015-03-05	4	96
"1518"	2015-03-05	5	120
"1519"	2015-03-05	6	123
"1520"	2015-03-05	7	170
"1521"	2015-03-05	8	177
"1522"	2015-03-05	9	201
"1523"	2015-03-05	10	198
"1524"	2015-03-05	11	200
"1525"	2015-03-05	12	160
"1526"	2015-03-05	13	150
"1527"	2015-03-05	14	190
"1528"	2015-03-05	15	179
"1529"	2015-03-05	16	179
"1530"	2015-03-05	17	185
"1531"	2015-03-05	18	160
"1532"	2015-03-05	19	175
"1533"	2015-03-05	20	160
"1534"	2015-03-05	21	165
"1535"	2015-03-05	22	165
"1536"	2015-03-05	23	180
"1537"	2015-03-06	0	175
"1538"	2015-03-06	1	180
"1539"	2015-03-06	2	175
"1540"	2015-03-06	3	160
"1541"	2015-03-06	4	140
"1542"	2015-03-06	5	157
"1543"	2015-03-06	6	101
"1544"	2015-03-06	7	160
"1545"	2015-03-06	8	190
"1546"	2015-03-06	9	200
"1547"	2015-03-06	10	201
"1548"	2015-03-06	11	190
"1549"	2015-03-06	12	125
"1550"	2015-03-06	13	125
"1551"	2015-03-06	14	156
"1552"	2015-03-06	15	160
"1553"	2015-03-06	16	180
"1554"	2015-03-06	17	125
"1555"	2015-03-06	18	185
"1556"	2015-03-06	19	185
"1557"	2015-03-06	20	175
"1558"	2015-03-06	21	185
"1559"	2015-03-06	22	185
"1560"	2015-03-06	23	185
"1561"	2015-03-07	0	166
"1562"	2015-03-07	1	170
"1563"	2015-03-07	2	175
"1564"	2015-03-07	3	160
"1565"	2015-03-07	4	160
"1566"	2015-03-07	5	170
"1567"	2015-03-07	6	123
"1568"	2015-03-07	7	122
"1569"	2015-03-07	8	180
"1570"	2015-03-07	9	200
"1571"	2015-03-07	10	200
"1572"	2015-03-07	11	207
"1573"	2015-03-07	12	144
"1574"	2015-03-07	13	140
"1575"	2015-03-07	14	141
"1576"	2015-03-07	15	140
"1577"	2015-03-07	16	125
"1578"	2015-03-07	17	119
"1579"	2015-03-07	18	134
"1580"	2015-03-07	19	125
"1581"	2015-03-07	20	125
"1582"	2015-03-07	21	125
"1583"	2015-03-07	22	139
"1584"	2015-03-07	23	125
"1585"	2015-03-08	0	94
"1586"	2015-03-08	1	30
"1587"	2015-03-08	2	30
"1588"	2015-03-08	3	1
"1589"	2015-03-08	4	0
"1590"	2015-03-08	5	0
"1591"	2015-03-08	6	0
"1592"	2015-03-08	7	0
"1593"	2015-03-08	8	0
"1594"	2015-03-08	9	2
"1595"	2015-03-08	10	115
"1596"	2015-03-08	11	94
"1597"	2015-03-08	12	94
"1598"	2015-03-08	13	35
"1599"	2015-03-08	14	30
"1600"	2015-03-08	15	30
"1601"	2015-03-08	16	2
"1602"	2015-03-08	17	1
"1603"	2015-03-08	18	116
"1604"	2015-03-08	19	113
"1605"	2015-03-08	20	96
"1606"	2015-03-08	21	30
"1607"	2015-03-08	22	96
"1608"	2015-03-08	23	94
"1609"	2015-03-09	0	2
"1610"	2015-03-09	1	0
"1611"	2015-03-09	2	0
"1612"	2015-03-09	3	0
"1613"	2015-03-09	4	0
"1614"	2015-03-09	5	0
"1615"	2015-03-09	6	0
"1616"	2015-03-09	7	1
"1617"	2015-03-09	8	113
"1618"	2015-03-09	9	119
"1619"	2015-03-09	10	125
"1620"	2015-03-09	11	140
"1621"	2015-03-09	12	125
"1622"	2015-03-09	13	125
"1623"	2015-03-09	14	140
"1624"	2015-03-09	15	140
"1625"	2015-03-09	16	119
"1626"	2015-03-09	17	119
"1627"	2015-03-09	18	119
"1628"	2015-03-09	19	116
"1629"	2015-03-09	20	113
"1630"	2015-03-09	21	111
"1631"	2015-03-09	22	113
"1632"	2015-03-09	23	111
"1633"	2015-03-10	0	124
"1634"	2015-03-10	1	94
"1635"	2015-03-10	2	1
"1636"	2015-03-10	3	1
"1637"	2015-03-10	4	1
"1638"	2015-03-10	5	20
"1639"	2015-03-10	6	2
"1640"	2015-03-10	7	123
"1641"	2015-03-10	8	150
"1642"	2015-03-10	9	150
"1643"	2015-03-10	10	150
"1644"	2015-03-10	11	150
"1645"	2015-03-10	12	140
"1646"	2015-03-10	13	125
"1647"	2015-03-10	14	125
"1648"	2015-03-10	15	125
"1649"	2015-03-10	16	119
"1650"	2015-03-10	17	119
"1651"	2015-03-10	18	125
"1652"	2015-03-10	19	125
"1653"	2015-03-10	20	125
"1654"	2015-03-10	21	125
"1655"	2015-03-10	22	125
"1656"	2015-03-10	23	125
"1657"	2015-03-11	0	110
"1658"	2015-03-11	1	85
"1659"	2015-03-11	2	40
"1660"	2015-03-11	3	55
"1661"	2015-03-11	4	55
"1662"	2015-03-11	5	51
"1663"	2015-03-11	6	30
"1664"	2015-03-11	7	101
"1665"	2015-03-11	8	170
"1666"	2015-03-11	9	180
"1667"	2015-03-11	10	161
"1668"	2015-03-11	11	190
"1669"	2015-03-11	12	140
"1670"	2015-03-11	13	125
"1671"	2015-03-11	14	175
"1672"	2015-03-11	15	165
"1673"	2015-03-11	16	160
"1674"	2015-03-11	17	160
"1675"	2015-03-11	18	125
"1676"	2015-03-11	19	125
"1677"	2015-03-11	20	125
"1678"	2015-03-11	21	125
"1679"	2015-03-11	22	156
"1680"	2015-03-11	23	125
"1681"	2015-03-12	0	95
"1682"	2015-03-12	1	30
"1683"	2015-03-12	2	30
"1684"	2015-03-12	3	20
"1685"	2015-03-12	4	7
"1686"	2015-03-12	5	20
"1687"	2015-03-12	6	30
"1688"	2015-03-12	7	116
"1689"	2015-03-12	8	160
"1690"	2015-03-12	9	190
"1691"	2015-03-12	10	197
"1692"	2015-03-12	11	200
"1693"	2015-03-12	12	180
"1694"	2015-03-12	13	180
"1695"	2015-03-12	14	195
"1696"	2015-03-12	15	195
"1697"	2015-03-12	16	130
"1698"	2015-03-12	17	138
"1699"	2015-03-12	18	119
"1700"	2015-03-12	19	119
"1701"	2015-03-12	20	119
"1702"	2015-03-12	21	119
"1703"	2015-03-12	22	125
"1704"	2015-03-12	23	124
"1705"	2015-03-13	0	124
"1706"	2015-03-13	1	99
"1707"	2015-03-13	2	30
"1708"	2015-03-13	3	30
"1709"	2015-03-13	4	30
"1710"	2015-03-13	5	80
"1711"	2015-03-13	6	89
"1712"	2015-03-13	7	123
"1713"	2015-03-13	8	180
"1714"	2015-03-13	9	196
"1715"	2015-03-13	10	199
"1716"	2015-03-13	11	200
"1717"	2015-03-13	12	160
"1718"	2015-03-13	13	150
"1719"	2015-03-13	14	199
"1720"	2015-03-13	15	117
"1721"	2015-03-13	16	113
"1722"	2015-03-13	17	120
"1723"	2015-03-13	18	140
"1724"	2015-03-13	19	130
"1725"	2015-03-13	20	124
"1726"	2015-03-13	21	120
"1727"	2015-03-13	22	125
"1728"	2015-03-13	23	124
"1729"	2015-03-14	0	130
"1730"	2015-03-14	1	78
"1731"	2015-03-14	2	25
"1732"	2015-03-14	3	25
"1733"	2015-03-14	4	25
"1734"	2015-03-14	5	30
"1735"	2015-03-14	6	5
"1736"	2015-03-14	7	21
"1737"	2015-03-14	8	145
"1738"	2015-03-14	9	190
"1739"	2015-03-14	10	190
"1740"	2015-03-14	11	190
"1741"	2015-03-14	12	190
"1742"	2015-03-14	13	190
"1743"	2015-03-14	14	190
"1744"	2015-03-14	15	195
"1745"	2015-03-14	16	190
"1746"	2015-03-14	17	190
"1747"	2015-03-14	18	190
"1748"	2015-03-14	19	190
"1749"	2015-03-14	20	181
"1750"	2015-03-14	21	160
"1751"	2015-03-14	22	179
"1752"	2015-03-14	23	179
"1753"	2015-03-15	0	160
"1754"	2015-03-15	1	149
"1755"	2015-03-15	2	60
"1756"	2015-03-15	3	20
"1757"	2015-03-15	4	1
"1758"	2015-03-15	5	1
"1759"	2015-03-15	6	0
"1760"	2015-03-15	7	0
"1761"	2015-03-15	8	10
"1762"	2015-03-15	9	25
"1763"	2015-03-15	10	120
"1764"	2015-03-15	11	125
"1765"	2015-03-15	12	120
"1766"	2015-03-15	13	119
"1767"	2015-03-15	14	115
"1768"	2015-03-15	15	99
"1769"	2015-03-15	16	99
"1770"	2015-03-15	17	88
"1771"	2015-03-15	18	100
"1772"	2015-03-15	19	101
"1773"	2015-03-15	20	115
"1774"	2015-03-15	21	85
"1775"	2015-03-15	22	102
"1776"	2015-03-15	23	84
"1777"	2015-03-16	0	20
"1778"	2015-03-16	1	0
"1779"	2015-03-16	2	0
"1780"	2015-03-16	3	0
"1781"	2015-03-16	4	0
"1782"	2015-03-16	5	0
"1783"	2015-03-16	6	0
"1784"	2015-03-16	7	1
"1785"	2015-03-16	8	113
"1786"	2015-03-16	9	140
"1787"	2015-03-16	10	119
"1788"	2015-03-16	11	119
"1789"	2015-03-16	12	96
"1790"	2015-03-16	13	115
"1791"	2015-03-16	14	125
"1792"	2015-03-16	15	125
"1793"	2015-03-16	16	125
"1794"	2015-03-16	17	120
"1795"	2015-03-16	18	125
"1796"	2015-03-16	19	124
"1797"	2015-03-16	20	113
"1798"	2015-03-16	21	150
"1799"	2015-03-16	22	123
"1800"	2015-03-16	23	110
"1801"	2015-03-17	0	25
"1802"	2015-03-17	1	1
"1803"	2015-03-17	2	1
"1804"	2015-03-17	3	0
"1805"	2015-03-17	4	0
"1806"	2015-03-17	5	0
"1807"	2015-03-17	6	0
"1808"	2015-03-17	7	3
"1809"	2015-03-17	8	96
"1810"	2015-03-17	9	119
